audio_id,voice,label,label_id,text,intensity,cause,style,persona,turn_position,instruction,duration_sec,sample_rate,model,audio_path,ts
neut_00862,shimmer,neutral,3,"Yeah, so, uh, I've been waiting for quite a while now-can you maybe check what's going on?",2,wait_time,polite_formal,young_informal,escalation,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: slightly engaged but still emotionally neutral (2/5). Style: courteous register, careful articulation. Persona: younger speaker, contemporary informal English. Turn position: this turn is a clear escalation point. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",5.65,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_00862_shimmer.wav,1778107228.5716293
neut_00818,nova,neutral,3,"Hi, yeah, I called earlier about an issue with my account, but I think I might've given the wrong reference number.",2,self_correction,matter_of_fact,regular_complainant,opening,"Speak as a customer making a routine, non-emotional remark. The voice should be matter-of-fact, neither warm nor cold. Intensity: slightly engaged but still emotionally neutral (2/5). Style: neutral pacing, factual. Persona: knows the routine, less patient with formalities. Turn position: the call has just started. Speak calmly and matter-of-factly. Natural conversational pacing - not slow, not rushed. NO emotional colouring. The speaker is making a routine remark, not upset. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",5.9,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/neutral/neut_00818_nova.wav,1778107228.801016
satis_00366,nova,satisfaction,4,"Thanks so much for your help today, really appreciate it-everything's sorted now, so I'm all set!",3,issue_resolved,warm,first_time_caller,closing,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: warmly pleased, light positive tone (3/5). Style: friendly and open. Persona: uncertain, maybe a bit nervous. Turn position: this is near the end of the call. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",5.75,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_00366_nova.wav,1778107228.8628502
satis_01035,verse,satisfaction,4,"Oh, awesome, thanks so much for sorting that out so quickly-I really appreciate it!",3,gratitude,casual,young_informal,mid_call,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: warmly pleased, light positive tone (3/5). Style: informal and relaxed. Persona: younger speaker, contemporary informal English. Turn position: the call is in progress. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",6.4,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_01035_verse.wav,1778107229.2294557
satis_00406,nova,satisfaction,4,"Oh, thank you so much, young man, you've been absolutely wonderful-truly, I couldn't have asked for better help today!",5,gratitude,casual,elderly_formal,mid_call,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: deeply moved with relief, emotional but not loud (5/5). Style: informal and relaxed. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: the call is in progress. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",6.75,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_00406_nova.wav,1778107230.0937636
satis_01964,shimmer,satisfaction,4,"Hi, I just wanted to say thanks-everything's working perfectly now. I really appreciate the quick resolution!",3,issue_resolved,grateful,business_user,opening,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: warmly pleased, light positive tone (3/5). Style: warm, slightly relieved. Persona: professional register, time-conscious. Turn position: the call has just started. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",8.2,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_01964_shimmer.wav,1778107230.5122511
satis_02908,verse,satisfaction,4,"I have to say, I'm genuinely impressed with how this was handled-far better than I expected, honestly. Thank you.",4,good_service,polite_formal,regular_complainant,escalation,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: very grateful and relieved, warm energy (NOT aggressive) (4/5). Style: courteous register, careful articulation. Persona: knows the routine, less patient with formalities. Turn position: this turn is a clear escalation point. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.45,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_02908_verse.wav,1778107230.6588585
satis_01182,shimmer,satisfaction,4,"Thanks so much for your help today-everything was super smooth. Honestly, one of the best support experiences I've had!",3,compliment,casual,technically_savvy,closing,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: warmly pleased, light positive tone (3/5). Style: informal and relaxed. Persona: comfortable with technical terms. Turn position: this is near the end of the call. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",6.9,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_01182_shimmer.wav,1778107230.7954931
satis_01168,nova,satisfaction,4,"Oh, thank you so much for helping me with that issue earlier-it's all sorted now, and I'm really quite pleased!",4,issue_resolved,polite_formal,elderly_formal,opening,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: very grateful and relieved, warm energy (NOT aggressive) (4/5). Style: courteous register, careful articulation. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: the call has just started. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",6.5,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_01168_nova.wav,1778107231.6733189
satis_00095,verse,satisfaction,4,"I have to say, I'm genuinely impressed with how this was handled-far better than I expected, honestly. Thank you.",4,good_service,polite_formal,regular_complainant,escalation,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: very grateful and relieved, warm energy (NOT aggressive) (4/5). Style: courteous register, careful articulation. Persona: knows the routine, less patient with formalities. Turn position: this turn is a clear escalation point. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.7,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_00095_verse.wav,1778107232.1486325
satis_01258,nova,satisfaction,4,"Oh, I just have to say, your service has been absolutely impeccable-truly outstanding! Thank you so much for everything.",5,good_service,polite_formal,elderly_formal,opening,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: deeply moved with relief, emotional but not loud (5/5). Style: courteous register, careful articulation. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: the call has just started. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.65,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_01258_nova.wav,1778107232.4099333
satis_02049,shimmer,satisfaction,4,"Oh, thank you so much, dear, you've been absolutely wonderful-everything's sorted now, and I couldn't be happier with the help!",4,issue_resolved,warm,elderly_formal,mid_call,"Speak as a satisfied customer whose issue has been handled well. The voice should sound warm, relieved, and grateful. Intensity: very grateful and relieved, warm energy (NOT aggressive) (4/5). Style: friendly and open. Persona: older speaker, slightly slower pace, formal phrasing. Turn position: the call is in progress. Speak with warm, relaxed energy. Natural pacing with a light, positive tone. The speaker is grateful and at ease - not agitated, not subdued. Sound like a real person on a phone call, not narrating. Single take, no music or sound effects, no audible distortion.",7.2,16000,gpt-4o-mini-tts,data/synthetic/smoke_audio/satisfaction/satis_02049_shimmer.wav,1778107232.442845
