audio_id,text,true_label,true_label_id,prob_anger,prob_frust,prob_sadne,prob_neutr,prob_satis,goemo_anger,goemo_disgust,goemo_fear,goemo_joy,goemo_neutral,goemo_sadness,vader_pos,vader_neg,vader_neu,vader_compound,audio_anger,audio_frust,audio_sad,audio_neut,audio_satis
train_00818,"Yes, exactly!",satisfaction,4,0.03143310546875,0.0014200210571289,0.0098800659179687,0.08734130859375,0.8701171875,0.3223569989204407,0.0395072698593139,0.0127341914921998,0.0800234526395797,0.1476583778858184,0.0127894524484872,0.749,0.0,0.251,0.4574,0.060577393,0.03427124,0.0149002075,0.3864746,0.50390625
train_00819,Its,neutral,3,0.001373291015625,0.0001231431961059,0.0010128021240234,0.99169921875,0.0055770874023437,0.0652504116296768,0.0584026835858821,0.0313756838440895,0.0674785673618316,0.2069475501775741,0.0376504845917224,0.0,0.0,1.0,0.0,0.26245117,0.07928467,0.041992188,0.33642578,0.2800293
train_00820,"Ohh, okay, Im sorry.",sadness,2,0.0024147033691406,0.0214996337890625,0.95068359375,0.0245208740234375,0.0010747909545898,0.05037697032094,0.1199175268411636,0.3309835195541382,0.0326250120997428,0.1206053048372268,0.3107790946960449,0.365,0.25,0.385,0.1531,0.08734131,0.06530762,0.070251465,0.5078125,0.26904297
train_00821,Youre right.,neutral,3,0.0141754150390625,0.0075645446777343,0.1002197265625,0.83203125,0.045989990234375,0.2496934235095977,0.1392012685537338,0.0354250855743885,0.1155750378966331,0.3798784017562866,0.0242970567196607,0.0,0.0,1.0,0.0,0.028839111,0.019592285,0.021453857,0.53222656,0.39819336
train_00822,Yknow what?,neutral,3,0.007904052734375,0.0004804134368896,0.0005497932434082,0.98046875,0.01055908203125,0.4024254381656647,0.139811173081398,0.0570315010845661,0.0755581706762313,0.0516552999615669,0.0178499519824981,0.0,0.0,1.0,0.0,0.046447754,0.024917603,0.046325684,0.5957031,0.2866211
train_00823,Im asking you to do me a favor.,neutral,3,0.0002498626708984,8.499622344970703e-05,0.0001170635223388,0.998046875,0.0016422271728515,0.2909350395202636,0.0526666454970836,0.2310099899768829,0.0995557308197021,0.1544079184532165,0.1361429393291473,0.278,0.0,0.722,0.4019,0.32714844,0.097351074,0.029754639,0.24511719,0.3005371
train_00824,You are asking me to be your wife!,anger,0,0.97607421875,0.0008039474487304,8.606910705566406e-05,0.0005860328674316,0.0226593017578125,0.791743278503418,0.0697453543543815,0.0144101232290267,0.0067128404043614,0.0127780325710773,0.0109830908477306,0.0,0.0,1.0,0.0,0.4296875,0.076171875,0.048431396,0.21569824,0.22998047
train_00825,And as my wife I think you should grant me this favor.,neutral,3,0.0016689300537109,0.0002393722534179,0.0001164674758911,0.99658203125,0.0013236999511718,0.0674320384860038,0.0230130981653928,0.0044061900116503,0.099028043448925,0.6882628202438354,0.0250018164515495,0.342,0.0,0.658,0.6369,0.2668457,0.21704102,0.010536194,0.2734375,0.23217773
train_00826,And I will make everyone call me Mrs. Geller!,satisfaction,4,0.058990478515625,0.0002973079681396,0.0002572536468505,0.0059776306152343,0.9345703125,0.2284925729036331,0.0200840756297111,0.026103863492608,0.2232793569564819,0.431354820728302,0.0139718372374773,0.0,0.0,1.0,0.0,0.34375,0.17260742,0.047027588,0.24316406,0.19348145
train_00827,"Wow! This is so amazing. I uh, I really thought Id have to talk you into this more.",satisfaction,4,0.0002249479293823,8.374452590942383e-05,0.0006399154663085,0.000335693359375,0.99853515625,0.0106716183945536,0.0107555175200104,0.0274772811681032,0.0364837348461151,0.0079794060438871,0.0039988150820136,0.359,0.0,0.641,0.8738,0.0703125,0.22570801,0.11376953,0.33422852,0.25610352
train_00828,"Okay, look, how is this gonna affect you?",neutral,3,0.0028038024902343,0.0025253295898437,0.0057945251464843,0.98779296875,0.0011472702026367,0.5547335743904114,0.2388045638799667,0.0678766742348671,0.0085292551666498,0.0456998907029628,0.0170587338507175,0.213,0.0,0.787,0.2263,0.33251953,0.1270752,0.06100464,0.18029785,0.2993164
train_00829,Really?,anger,0,0.6650390625,0.0074615478515625,0.0049972534179687,0.052490234375,0.27001953125,0.0114357275888323,0.0056132120080292,0.0021428610198199,0.0022175332996994,0.0071431971155107,0.0018627195386216,0.0,0.0,1.0,0.0,0.1965332,0.054656982,0.068481445,0.33203125,0.34838867
train_00830,I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!,satisfaction,4,0.10845947265625,0.0012426376342773,0.0007233619689941,0.050262451171875,0.83935546875,0.0830012410879135,0.04854117333889,0.0089797619730234,0.0193941872566938,0.7123990654945374,0.0196740068495273,0.0,0.0,1.0,0.0,0.27490234,0.5419922,0.021759033,0.0847168,0.07684326
train_00831,"I know, I know, I'm such an idiot.",satisfaction,4,0.0019550323486328,0.0003085136413574,0.002115249633789,0.0014553070068359,0.994140625,0.6167939901351929,0.2752422988414764,0.0158556476235389,0.0046722404658794,0.040422473102808,0.0425891429185867,0.0,0.32,0.68,-0.5106,0.13623047,0.1217041,0.07891846,0.4375,0.22558594
train_00832,I am so sorry...,sadness,2,0.0003395080566406,0.0022926330566406,0.99658203125,0.0004117488861083,0.0002498626708984,0.0015461088623851,0.0042810561135411,0.0039906264282763,0.0013307424960657,0.0130890235304832,0.96564382314682,0.0,0.367,0.633,-0.188,0.081970215,0.025375366,0.09423828,0.37475586,0.42382812
train_00833,"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",sadness,2,0.0020465850830078,0.0039291381835937,0.9931640625,0.0009741783142089,6.198883056640625e-05,0.0384071916341781,0.030003422871232,0.0165820643305778,0.0258258171379566,0.171878233551979,0.2658469974994659,0.057,0.059,0.884,-0.0129,0.14208984,0.15808105,0.65625,0.02319336,0.020217896
train_00834,"My brother's going through that right now, he's such a mess. How did you get through it?",neutral,3,0.0073814392089843,0.0039520263671875,0.04638671875,0.93896484375,0.0031261444091796,0.1008077338337898,0.4496285915374756,0.0326908975839614,0.0048396494239568,0.1121692359447479,0.0670850649476051,0.0,0.135,0.865,-0.3612,0.14331055,0.1607666,0.09094238,0.40820312,0.19665527
train_00835,"Well, you might try accidentally breaking something valuable of hers, say her-",neutral,3,0.0684814453125,0.0042533874511718,0.0010023117065429,0.90625,0.02008056640625,0.1952210962772369,0.1040791124105453,0.0616996139287948,0.0216940995305776,0.5497444868087769,0.0293327644467353,0.313,0.145,0.542,0.4215,0.1665039,0.20202637,0.05923462,0.4621582,0.11010742
train_00836,-leg?,neutral,3,0.0013256072998046,0.0003540515899658,0.0002853870391845,0.99658203125,0.0016660690307617,0.005294285248965,0.0050515681505203,0.0037854220718145,0.0034435514826327,0.1715248376131057,0.0048416834324598,0.0,0.0,1.0,0.0,0.07110596,0.0368042,0.059539795,0.4555664,0.37695312
train_00837,"That's one way! Me, I- I went for the watch.",neutral,3,0.101318359375,0.024078369140625,0.061187744140625,0.796875,0.016754150390625,0.161747470498085,0.0383253097534179,0.0248351376503705,0.2710355818271637,0.3508505523204803,0.0153855783864855,0.0,0.0,1.0,0.0,0.0748291,0.08111572,0.12042236,0.5751953,0.14831543
train_00838,"Barry, I'm sorry...",sadness,2,0.0005660057067871,0.0056114196777343,0.990234375,0.0032558441162109,0.0002517700195312,0.0099592832848429,0.0267629660665988,0.0245737060904502,0.0043895300477743,0.0612279586493968,0.8013625741004944,0.0,0.394,0.606,-0.0772,0.061676025,0.011756897,0.03439331,0.39819336,0.49414062
train_00839,"No real-, honey, really its fine, just g-go with Susan.",neutral,3,0.0020503997802734,0.0017805099487304,0.0008301734924316,0.97900390625,0.0164337158203125,0.1799743175506591,0.1949919760227203,0.0744251310825347,0.1745480597019195,0.3105643689632416,0.0553671456873416,0.169,0.179,0.652,-0.0314,0.11968994,0.26220703,0.053344727,0.18151855,0.38330078
train_00840,"Really, I, no, I think girls night out is a great idea.",satisfaction,4,0.012359619140625,0.0062026977539062,0.0020427703857421,0.277099609375,0.7021484375,0.0531991049647331,0.0875106230378151,0.0215243399143219,0.1393005549907684,0.2431247532367706,0.0179578494280576,0.272,0.0,0.728,0.6249,0.08685303,0.24401855,0.066833496,0.36694336,0.23547363
train_00841,Youre disturbing my oboe practice.,anger,0,0.97998046875,0.0134506225585937,0.0032501220703125,0.0017824172973632,0.0015497207641601,0.6489142179489136,0.2217151969671249,0.0330769829452037,0.0045476472005248,0.0246923640370368,0.0532032921910285,0.0,0.452,0.548,-0.5106,0.114990234,0.08087158,0.027755737,0.5371094,0.23913574
train_00842,You dont play the oboe!,anger,0,0.970703125,0.0121917724609375,0.0144119262695312,0.001387596130371,0.0012407302856445,0.8618236780166626,0.0565161369740963,0.0438384376466274,0.0044195968657732,0.0104284044355154,0.0085117239505052,0.402,0.0,0.598,0.4003,0.15625,0.050842285,0.027008057,0.36279297,0.40307617
train_00843,I could play the oboe!,anger,0,0.468994140625,0.11138916015625,0.125,0.040130615234375,0.25439453125,0.02604098059237,0.0086908498778939,0.0042481999844312,0.804632842540741,0.1006365865468978,0.0191573556512594,0.402,0.0,0.598,0.4003,0.14672852,0.089416504,0.067871094,0.47827148,0.21777344
train_00844,"Okay, okay, bye",neutral,3,0.0051612854003906,0.0033073425292968,0.00872802734375,0.95556640625,0.027435302734375,0.1761215031147003,0.241827443242073,0.0599093325436115,0.0288284122943878,0.4349832832813263,0.0552635230123996,0.792,0.0,0.208,0.4215,0.10296631,0.04647827,0.011833191,0.4741211,0.36450195
train_00845,So what are they doing?,neutral,3,0.01580810546875,0.0035762786865234,0.0033245086669921,0.970703125,0.0066146850585937,0.1993092447519302,0.0750621855258941,0.0155192613601684,0.0045015923678874,0.1367209106683731,0.0113023277372121,0.0,0.0,1.0,0.0,0.09655762,0.031219482,0.009437561,0.3388672,0.5239258
train_00846,"I dont know, something girlie.",satisfaction,4,0.0007228851318359,0.0003137588500976,0.0004739761352539,0.12298583984375,0.87548828125,0.097625158727169,0.2645848989486694,0.1123371869325637,0.0439849682152271,0.2422985434532165,0.030955595895648,0.0,0.0,1.0,0.0,0.11077881,0.07849121,0.020904541,0.4987793,0.29125977
train_00847,"Hey, youre early.",neutral,3,0.0052528381347656,0.000734806060791,0.0010147094726562,0.97998046875,0.0131759643554687,0.1034587100148201,0.0979543253779411,0.0547077506780624,0.1420109122991562,0.3428147435188293,0.1085147783160209,0.0,0.0,1.0,0.0,0.067871094,0.012016296,0.0036373138,0.23278809,0.68359375
train_00848,Im just taking it to be re-wired.,neutral,3,0.0004544258117675,0.0001263618469238,0.000579833984375,0.998046875,0.0010004043579101,0.0777645632624626,0.0696258693933487,0.025906141847372,0.0343615561723709,0.6806621551513672,0.0262715481221675,0.0,0.0,1.0,0.0,0.1583252,0.25512695,0.008598328,0.21459961,0.3635254
train_00849,"Oh, well dont take it to the same place you took the stereo, cause theyve had that thing for over a week.",anger,0,0.69580078125,0.0533447265625,0.0007929801940917,0.2391357421875,0.0108413696289062,0.181998461484909,0.2064618170261383,0.3383229672908783,0.0244962610304355,0.1754861921072006,0.0596818402409553,0.091,0.0,0.909,0.2732,0.064697266,0.11444092,0.32104492,0.2055664,0.29418945
train_00850,"No, no, Mr. Heckles no one is making any noise up here.",neutral,3,0.0281982421875,0.0015506744384765,0.0006313323974609,0.95947265625,0.0102462768554687,0.0983776152133941,0.151202455163002,0.1677814424037933,0.0060654333792626,0.5010709166526794,0.0633330270648002,0.0,0.167,0.833,-0.296,0.28466797,0.17260742,0.05380249,0.26782227,0.22131348
train_00851,Ohhh! That is soo sweet!,satisfaction,4,0.0003292560577392,4.094839096069336e-05,0.0003364086151123,0.0002672672271728,0.9990234375,0.0012995477300137,0.0026036116760224,0.000872564560268,0.958039164543152,0.010384714230895,0.0049154781736433,0.473,0.0,0.527,0.555,0.07208252,0.03152466,0.47753906,0.22705078,0.19177246
train_00852,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me.",satisfaction,4,0.0914306640625,0.45068359375,0.1368408203125,0.11285400390625,0.2080078125,0.0735102072358131,0.4972661733627319,0.2072967886924743,0.0130126969888806,0.1612853705883026,0.0443100482225418,0.144,0.115,0.741,0.0806,0.08880615,0.43237305,0.15014648,0.17492676,0.1538086
train_00853,"All right that's, that's it!! Get off her!",anger,0,0.958984375,0.0074081420898437,0.0035648345947265,0.0092926025390625,0.0206756591796875,0.8379138112068176,0.0757753774523735,0.0167530607432127,0.0227624643594026,0.022124683484435,0.0071793934330344,0.0,0.0,1.0,0.0,0.26757812,0.14916992,0.048797607,0.30249023,0.23217773
train_00854,What's going on?!  That's what's going on!!,anger,0,0.94677734375,0.040313720703125,0.0094223022460937,0.0006256103515625,0.0027275085449218,0.0268276948481798,0.0062930788844823,0.01366494782269,0.0069563267752528,0.0159845743328332,0.0102490866556763,0.0,0.0,1.0,0.0,0.24853516,0.29882812,0.10290527,0.2232666,0.12634277
train_00855,I have been down in your store for twenty minutes trying to get a tie!,anger,0,0.9521484375,0.046783447265625,0.0003407001495361,0.0001251697540283,0.0003883838653564,0.4384578168392181,0.1181031018495559,0.0184629764407873,0.0144009515643119,0.0427808798849582,0.0231372732669115,0.0,0.0,1.0,0.0,0.4111328,0.3083496,0.08087158,0.08886719,0.11090088
train_00856,What do I have to do to get some service?!,anger,0,0.97900390625,0.0194854736328125,0.0004224777221679,0.0004096031188964,0.0005631446838378,0.2910080552101135,0.1123683750629425,0.0472777187824249,0.0034418671857565,0.1551539301872253,0.0756685063242912,0.0,0.0,1.0,0.0,0.103271484,0.14367676,0.038085938,0.3618164,0.35302734
train_00857,Hi Rach.,neutral,3,0.0034141540527343,0.0008516311645507,0.0079803466796875,0.97705078125,0.0108261108398437,0.0056474539451301,0.0043851528316736,0.0028724945150315,0.2054875940084457,0.7045846581459045,0.0134293129667639,0.0,0.0,1.0,0.0,0.10601807,0.033966064,0.031585693,0.42993164,0.3984375
train_00858,Ross?,neutral,3,0.0325927734375,0.0081634521484375,0.0152969360351562,0.92431640625,0.019378662109375,0.0112231764942407,0.0063956002704799,0.0032455909531563,0.0024949491489678,0.1373989284038543,0.0031513029243797,0.0,0.0,1.0,0.0,0.04006958,0.013191223,0.0067596436,0.3762207,0.56396484
train_00859,Yeah?,neutral,3,0.0150299072265625,0.0038185119628906,0.0157318115234375,0.95361328125,0.0118560791015625,0.0251190066337585,0.0190925002098083,0.00441788835451,0.0046263257972896,0.0471796505153179,0.0032452614977955,1.0,0.0,0.0,0.296,0.03414917,0.01675415,0.023468018,0.51171875,0.4140625
train_00860,I think I might need one more cup of coffee.,neutral,3,0.0004224777221679,0.000312328338623,0.0012416839599609,0.9970703125,0.000861644744873,0.0051513938233256,0.0094425920397043,0.0029452927410602,0.0159618351608514,0.9255396127700806,0.0116642992943525,0.0,0.0,1.0,0.0,0.11553955,0.10406494,0.072143555,0.49902344,0.20922852
train_00861,"Sure! Uh, let me get it for ya.",neutral,3,0.0143051147460937,0.0024299621582031,0.031524658203125,0.9375,0.014373779296875,0.6430176496505737,0.0927614644169807,0.0176354832947254,0.1068767011165618,0.1058496609330177,0.0115250265225768,0.27,0.0,0.73,0.3802,0.08905029,0.04309082,0.023620605,0.5761719,0.2680664
train_00862,Okay.,neutral,3,0.0011577606201171,0.0001776218414306,0.0005383491516113,0.9951171875,0.0028495788574218,0.1991477161645889,0.206334576010704,0.0164009127765893,0.0166635476052761,0.5348884463310242,0.0246367845684289,1.0,0.0,0.0,0.2263,0.05606079,0.019546509,0.1184082,0.4716797,0.33447266
train_00863,Hey its Mona! From the wedding.,satisfaction,4,0.0225830078125,0.0005421638488769,0.0171356201171875,0.04974365234375,0.91015625,0.0858466178178787,0.0120475739240646,0.0055064531043171,0.5030303597450256,0.0757119283080101,0.0403702892363071,0.0,0.0,1.0,0.0,0.12414551,0.054107666,0.10144043,0.37939453,0.3408203
train_00864,Oh hi!,satisfaction,4,0.009613037109375,0.0004851818084716,0.0009403228759765,0.0143661499023437,0.974609375,0.024400521069765,0.0074511840939521,0.0037163426168262,0.5513593554496765,0.0277900788933038,0.0117167839780449,0.0,0.0,1.0,0.0,0.14892578,0.05218506,0.07458496,0.34838867,0.37597656
train_00865,Hi!,satisfaction,4,0.0170440673828125,0.0003952980041503,0.0013990402221679,0.02484130859375,0.95654296875,0.0170599538832902,0.0023791133426129,0.001847542473115,0.7635965943336487,0.0923478156328201,0.0076877465471625,0.0,0.0,1.0,0.0,0.0413208,0.012245178,0.048553467,0.4831543,0.41479492
train_00866,"Im good except umm, you still owe me a dance.",neutral,3,0.0034236907958984,0.0004830360412597,0.0005931854248046,0.93701171875,0.058502197265625,0.0565102435648441,0.1196100786328315,0.0303782597184181,0.2060334086418151,0.4605604410171509,0.0941565409302711,0.244,0.0,0.756,0.4404,0.08703613,0.21032715,0.08929443,0.31445312,0.29882812
train_00867,"Oh thats right. Well uh, would you be interested in seeing a Ukrainian film?",satisfaction,4,0.0105438232421875,0.0025901794433593,0.0052909851074218,0.91162109375,0.06988525390625,0.025373600423336,0.0414742045104503,0.0167496856302022,0.0447733253240585,0.7089058756828308,0.009117760695517,0.286,0.0,0.714,0.5859,0.047576904,0.14233398,0.06304932,0.5444336,0.20275879
train_00868,Great! Well umm,satisfaction,4,0.0049171447753906,0.0002987384796142,0.0008778572082519,0.03125,0.962890625,0.0037742734421044,0.0017800304340198,0.0004799596790689,0.9668523073196412,0.0123320752754807,0.0020912019535899,0.867,0.0,0.133,0.7574,0.06878662,0.037750244,0.04916382,0.4169922,0.4272461
train_00869,"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",sadness,2,0.0072860717773437,0.053253173828125,0.87109375,0.0679931640625,0.0002343654632568,0.0386212840676307,0.4582356810569763,0.0555557906627655,0.009104804135859,0.0738290250301361,0.356308102607727,0.0,0.182,0.818,-0.7178,0.15148926,0.4482422,0.06518555,0.1586914,0.17626953
train_00870,Go!,anger,0,0.8505859375,0.0252532958984375,0.0258636474609375,0.065185546875,0.033233642578125,0.926548182964325,0.0042643817141652,0.0304398909211158,0.0057677631266415,0.0186079926788806,0.0068864761851727,0.0,0.0,1.0,0.0,0.10827637,0.13342285,0.057769775,0.4609375,0.23962402
train_00871,"Okay, sorry. Yeah.",neutral,3,0.0019741058349609,0.0034942626953125,0.072021484375,0.9189453125,0.0034999847412109,0.0209848377853631,0.1369737982749939,0.0462886653840541,0.0094915814697742,0.1392381936311721,0.6374964118003845,0.759,0.241,0.0,0.4215,0.079589844,0.021377563,0.024124146,0.3581543,0.51708984
train_00872,Hey Rach.,neutral,3,0.0019083023071289,0.0003509521484375,0.0029449462890625,0.99072265625,0.0040817260742187,0.0184966642409563,0.0125004239380359,0.0034971002023667,0.5163528919219971,0.3616754114627838,0.0244395565241575,0.0,0.0,1.0,0.0,0.027999878,0.01424408,0.037506104,0.5336914,0.3864746
train_00873,"I may play the fool at times, but Im a little more than a pretty blond girl with an ass that wont quit.",anger,0,0.96875,0.0111312866210937,0.003997802734375,0.0083465576171875,0.0078277587890625,0.1886570900678634,0.4666958153247833,0.0419918484985828,0.061514101922512,0.1392684578895568,0.094300240278244,0.199,0.209,0.592,-0.0784,0.2590332,0.4416504,0.04748535,0.080078125,0.17175293
train_00874,I believe this belongs to the father of your baby.,neutral,3,0.0020217895507812,0.0001486539840698,0.0007839202880859,0.99658203125,0.0006537437438964,0.035514973104,0.0074543817900121,0.0063402340747416,0.0400978252291679,0.503536581993103,0.0059021729975938,0.0,0.0,1.0,0.0,0.0715332,0.07763672,0.1451416,0.5029297,0.20263672
train_00875,Uh-huh. Now you can turn around or you can go in there and rip the Band-Aid off. What to you want to do?,neutral,3,0.572265625,0.0277557373046875,0.0036945343017578,0.3583984375,0.037750244140625,0.1659125685691833,0.240708589553833,0.1049010306596756,0.0082192942500114,0.41485196352005,0.0271645560860633,0.056,0.0,0.944,0.0772,0.14880371,0.19665527,0.15539551,0.29736328,0.20178223
train_00876,"Uh, lets rip!",frustration,1,0.15283203125,0.055389404296875,0.06256103515625,0.2646484375,0.464599609375,0.9252946972846984,0.0264542270451784,0.0215101838111877,0.0070683751255273,0.0092443292960524,0.0069626970216631,0.0,0.0,1.0,0.0,0.026931763,0.012451172,0.0045661926,0.46484375,0.49121094
train_00877,Oh Phoebe!,satisfaction,4,0.03826904296875,0.0254974365234375,0.43017578125,0.0067825317382812,0.499267578125,0.0417356789112091,0.0161543134599924,0.0109820608049631,0.0570320263504982,0.0252920221537351,0.0408031828701496,0.0,0.0,1.0,0.0,0.06335449,0.015022278,0.015136719,0.37280273,0.5336914
train_00878,"Hey, thank you so much for these tickets, Chandler.",satisfaction,4,0.0002968311309814,8.463859558105469e-06,4.827976226806641e-06,0.0003261566162109,0.99951171875,0.0148789109662175,0.0046190209686756,0.0017489477759227,0.781390905380249,0.1075760349631309,0.0100611010566353,0.238,0.0,0.762,0.3612,0.12445068,0.027572632,0.17858887,0.4272461,0.2421875
train_00879,"Oh well, this was a really important experience for me, and    I wanted to share it with you.",satisfaction,4,0.0007181167602539,0.0016794204711914,0.0089874267578125,0.1099853515625,0.87841796875,0.0015524986665695,0.000826206349302,0.0013563364045694,0.9596761465072632,0.02146652713418,0.0041438266634941,0.299,0.0,0.701,0.659,0.032409668,0.1270752,0.09362793,0.5673828,0.1796875
train_00880,"Oh, you're so wonderful.",satisfaction,4,0.0005717277526855,0.0001399517059326,0.0002589225769042,0.0019950866699218,0.9970703125,0.0032338304445147,0.0101786293089389,0.005422874353826,0.7403229475021362,0.0564723648130893,0.0103550180792808,0.612,0.0,0.388,0.6948,0.051940918,0.05316162,0.107788086,0.5307617,0.2565918
train_00881,"It can’t be me, I’m standing right here.",neutral,3,0.04669189453125,0.0057487487792968,0.0073471069335937,0.92822265625,0.0120925903320312,0.0944768115878105,0.074796475470066,0.0694771036505699,0.0373695492744445,0.520940899848938,0.0143461432307958,0.0,0.0,1.0,0.0,0.099609375,0.09301758,0.019470215,0.51123047,0.27685547
train_00882,Wanna peek?,neutral,3,0.0020599365234375,0.0004072189331054,0.0017576217651367,0.99462890625,0.0013198852539062,0.0084720933809876,0.0067695192992687,0.014023458585143,0.0378807261586189,0.6600804924964905,0.0119195710867643,0.0,0.0,1.0,0.0,0.078308105,0.027862549,0.017364502,0.38354492,0.49291992
train_00883,No!,anger,0,0.32275390625,0.0450439453125,0.60009765625,0.0127792358398437,0.0196380615234375,0.5688468217849731,0.1470859348773956,0.0399188473820686,0.0126948645338416,0.0398870967328548,0.0505966544151306,0.0,0.0,1.0,0.0,0.08929443,0.02029419,0.016738892,0.3774414,0.49609375
train_00884,We’re not peeking?,sadness,2,0.207275390625,0.0177764892578125,0.73876953125,0.03472900390625,0.0012712478637695,0.0764086320996284,0.1130105927586555,0.0301565192639827,0.0033357858192175,0.2758549749851227,0.0053570996969938,0.0,0.0,1.0,0.0,0.14404297,0.055664062,0.057739258,0.39941406,0.34326172
train_00885,"Hello sir, you know Monica.",neutral,3,0.0014772415161132,0.0001229047775268,0.0002059936523437,0.99755859375,0.0006475448608398,0.0077841435559093,0.0131777944043278,0.010308745317161,0.0213369559496641,0.8889788389205933,0.0120943132787942,0.0,0.0,1.0,0.0,0.19970703,0.1451416,0.026245117,0.30371094,0.3251953
train_00886,Chandler is fantastic!!,satisfaction,4,0.000561237335205,1.7344951629638672e-05,0.0001137256622314,8.165836334228516e-05,0.9990234375,0.0070695537142455,0.0048050452023744,0.0017954689683392,0.8290336728096008,0.0922550708055496,0.0038467703852802,0.677,0.0,0.323,0.6351,0.17333984,0.07763672,0.040283203,0.35546875,0.35327148
train_00887,Yknow how people just click?,satisfaction,4,0.0011940002441406,3.1888484954833984e-05,2.7298927307128903e-05,0.46435546875,0.53466796875,0.196302443742752,0.0641062334179878,0.0251663792878389,0.1876855343580246,0.2447705715894699,0.0150743825361132,0.0,0.0,1.0,0.0,0.121520996,0.0435791,0.02671814,0.3720703,0.43603516
train_00888,"Like he came by to pick me up, and I opened the door, and it was just like, click!",satisfaction,4,0.0011281967163085,0.0003879070281982,0.00016450881958,0.000270128250122,0.998046875,0.2323757112026214,0.0284442231059074,0.0296316016465425,0.0644411146640777,0.1716838777065277,0.0124361291527748,0.237,0.0,0.763,0.6476,0.21276855,0.31689453,0.03717041,0.31396484,0.11895752
train_00889,"Oh, and hes got such a good heart! Doesnt he have a good heart?",satisfaction,4,0.0010404586791992,6.622076034545898e-05,0.0003943443298339,0.0019044876098632,0.99658203125,0.1050884574651718,0.0827726572751998,0.013780296780169,0.1180418133735656,0.0422167107462883,0.025548493489623,0.592,0.0,0.408,0.9381,0.15783691,0.20153809,0.16821289,0.37280273,0.099609375
train_00890,"Oh, I know...",satisfaction,4,0.060272216796875,0.03680419921875,0.7060546875,0.173095703125,0.0236663818359375,0.0722199231386184,0.30006805062294,0.0735101625323295,0.044574849307537,0.3883701264858246,0.042932778596878,0.0,0.0,1.0,0.0,0.08728027,0.036468506,0.07849121,0.38964844,0.40795898
train_00891,"Oh, I know and hes soo sweet! Listen, he said he was going to call, so put him straight through.",satisfaction,4,0.1395263671875,0.09521484375,0.5732421875,0.06787109375,0.12432861328125,0.1061528623104095,0.0692636743187904,0.0164955984801054,0.587415337562561,0.1298822313547134,0.0350546240806579,0.233,0.0,0.767,0.6658,0.1315918,0.124572754,0.13232422,0.38793945,0.22351074
train_00892,Isnt this great?!,satisfaction,4,0.0010042190551757,1.049041748046875e-05,0.0001579523086547,0.0002412796020507,0.99853515625,0.1045141071081161,0.042844396084547,0.0148264225572347,0.0198255963623523,0.0286556594073772,0.0107482802122831,0.687,0.0,0.313,0.6588,0.18713379,0.019866943,0.026229858,0.26660156,0.5
train_00893,Dont spoil it.,neutral,3,0.42041015625,0.1781005859375,0.10809326171875,0.169677734375,0.123779296875,0.5948812961578369,0.1703480184078216,0.0268287658691406,0.0193649772554636,0.1115135252475738,0.0694895759224891,0.0,0.0,1.0,0.0,0.12902832,0.068481445,0.07116699,0.4873047,0.24401855
train_00894,Get Out!,anger,0,0.9619140625,0.0201263427734375,0.006195068359375,0.0048599243164062,0.0069122314453125,0.4569211602210998,0.0107643818482756,0.0340438522398471,0.1232078224420547,0.2778626978397369,0.025096220895648,0.0,0.0,1.0,0.0,0.12585449,0.15124512,0.06500244,0.37768555,0.28027344
train_00895,"Ross, can I talk to you for a minute?",neutral,3,0.0011911392211914,4.398822784423828e-05,0.0001099109649658,0.99755859375,0.0009489059448242,0.0118590286001563,0.019743014127016,0.0166898462921381,0.0238084755837917,0.8263081908226013,0.013261079788208,0.0,0.0,1.0,0.0,0.07714844,0.056640625,0.09503174,0.5024414,0.26904297
train_00896,There was hum...  there was another reason that I thought it was time to end it with Joey.,neutral,3,0.01043701171875,0.0026359558105468,0.397216796875,0.56689453125,0.022674560546875,0.0079230107367038,0.0179351009428501,0.0063651469536125,0.0388939380645751,0.6421570777893066,0.0822580829262733,0.0,0.0,1.0,0.0,0.041229248,0.33203125,0.39892578,0.13720703,0.09057617
train_00897,I started to realize that I was having feelings for someone  else.,neutral,3,0.2113037109375,0.0034523010253906,0.0269012451171875,0.6181640625,0.1405029296875,0.118499681353569,0.31817826628685,0.1799357831478119,0.0319403335452079,0.028414998203516,0.2810617685317993,0.0,0.0,1.0,0.0,0.03845215,0.10870361,0.49121094,0.27148438,0.090148926
train_00898,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",neutral,3,0.003854751586914,0.0004098415374755,0.0002582073211669,0.994140625,0.0014896392822265,0.0099571170285344,0.0187907312065362,0.00474373716861,0.0137360636144876,0.4834610521793365,0.0172464773058891,0.136,0.0,0.864,0.296,0.22253418,0.29101562,0.0071105957,0.27319336,0.20617676
